COMMENT_ID,USER_ID,MOVIE_ID,CONTENT,RATING,COMMENT_TIME
1233383474,575c68b8fbfbae5f450d2becc9e9fc4d,1291545.0,影片将老爱德华年轻时冒险故事与记者儿子寻找父亲生活真实的努力两条故事线以闪回方式交织在一起，这些离奇故事似乎与讲述者和他的家庭是孤立存在的，眩目故事与枯燥现实穿插往来，一幅“魔幻现实主义”的图景。,5.0,2017-08-23 07:53:06
812345901,b6000518630e6ab39c9ebe691a4a37bf,1291545.0,在这世界上，只有在你所爱的人之外，才需要辨别所谓真假。生活中的事，有种种说法。所谓真相，可能是最令人乏味最让人难以接受的。而在生活外表涂上彩虹颜色的人，他们值得尊重和信赖，因为他们的爱。 就如同威尔出生的两个版本，你愿意相信哪一个？,5.0,2014-06-02 00:15:23
208547274,1653c299dabccc4b121870fa3939fc2b,1291545.0,看完《life of pi》再来看这个故事，越发是觉得you are what you believe，无论是信仰上帝还是信仰童话甚至是信仰世俗，都决定了这一遭人生的感受。好也是活一次，坏也是活一次，那就让现实留在记忆里的东西如梦般美丽吧。,5.0,2010-01-27 08:53:31
348064887,14bef3f08c6797de0c5f30d51c095e87,1291545.0,在那个没有人悲伤的画面哭了出来。最后的理解已经太晚了，拿出一些看电影感叹亲情爱情的时间，去真正做一些事情，去多表达一些自己的关怀。生命太有限了，容不得那么多的误会拖拉。,5.0,2011-02-09 18:09:36
473399862,5b14e508b07d019040d0cf5c44d1bbaa,1291545.0,你可曾听过一个笑话，因为听过太多次而忘记了它为何好笑？ 但是，当你再听一次的时候，突然之间，它又变成全新的。 于是，你想起来你最初为什么喜欢上它。 Tim Burton 是天才~ 总是能打动我内心深处,5.0,2011-12-24 22:51:14
408852622,adf2955fa6d1097cf491611fb6d803d2,1291545.0,好像是还挺美的哦，但是一开始说亲情我还以为是感人的戏，原来还好~所以爸爸一直希望自己是那条抓不住的鱼吗？这里有点不懂哦~但是我觉得儿子一开始也太没有情调了吧，爸爸说的故事虽然是编出来的，但是也不要因为这个跟他吵架嘛。。。每个人心里都是有小美好的好么！,4.0,2011-06-30 15:57:26
223891419,033a4b5ed6ab9f1d29703ca7e61780e3,1291545.0,泪流满面……太感人了 相信你所相信的 爱你所爱的！父爱的伟大。,5.0,2010-03-02 20:18:50
561147682,29a58b40c33b3d8ac6204b92e42e2759,1291545.0,很感人，一个很有爱的老头，美女老婆看着真年轻。充满幻想和有趣的故事，谁说人生不是一场华丽丽的冒险呢，谁说生活是平淡无奇的，精彩与否要看你选择怎样去面对生活。,4.0,2012-10-08 21:32:03
45907256,9d4cf270bba62632c57aefaae3e0708f,1291545.0,"学会简单的活着，快乐的生活，不要注重结果，记住在过程中痛苦过，开心过，感悟过，那就是幸福！就如《大鱼》结尾的那段话：有些笑话你是否因为听过太多次，而忘了它为何好笑了？后来，你又听到它，突然间，它就像全新的笑话。你想起为何一开始会喜欢它了～！ 
",4.0,2008-07-29 18:59:15
1233265295,26210ecd270513987a3f95116fa80dd2,1291545.0,"花海里冒失的表白

-你甚至还不认识我。
-我有一辈子可以认识你。",5.0,2017-08-22 22:13:16
2059617,de05b3eb1b1daf700990a42e86a0a107,1291581.0,一般般的动画片.不过最近发现音乐很好听.是WAINSWRIGHT唱的,,2006-03-22 22:22:44
227393594,bd61c4160468ec03d047a0f0bcfcc6ae,1291581.0,"Shrek原来已经是9年的电影了。真没想到时间过得这么快。

驴子是我最喜欢的角色之一。公主会变丑也是很不错的Idea。",4.0,2010-03-11 12:47:17
440316988,a0feaa3db944a484805783aff0feaab4,1291581.0,颠覆不等同于恶搞。《Shrek》成功之处在于将作为主流思想意识，能“打破”这些“真理”，摧毁那些“共识”，注入新的理念，从而引起人们的关注与思考，并带来全新的快感。--短评《Shrek》『Lab』,3.0,2011-09-27 19:08:26
280279249,e9251543be41c9bb71bf491d2b89f5d0,1291581.0,之所以拿到首回小金人动画长篇是在于开创了动画恶搞的新卖点。带劲的大多时候是Eddie Murphy那只话痨驴。,3.0,2010-08-09 13:21:16
32463721,438170fa4a9a438c9aa94246d8cf01e7,1291581.0,童话也有不是美女帅锅滴时候，应该是03年看了的吧，和家人一起看得。那只驴子。,4.0,2008-02-27 11:40:07
9704668,66c1857616da20ec9a3eed421e6897fa,1291581.0,"prince charming？ 
sorry ，monster！！",5.0,2007-01-26 11:38:16
1353907833,7ffad22ff0b9ba7630bb849bbbead5a5,1291581.0,英雄救“美”的故事，一样的套路不一样的配方，宣扬的是内在美，却透露着爱情还是要门当户对的迂腐。,3.0,2018-04-06 20:39:31
299905700,551013a0e6e2ae92741e9901a5feaadf,1291581.0,这个动画教导人们：找男人可以找野兽派的、啤酒肚的、不解风情的；但不能找迷你的、自我膨胀的、爱指指点点的。,4.0,2010-10-03 04:31:03
83511251,6a4135cc09c7a13c4957e2b01636b507,1291581.0,梦工厂的3D做得真不怎么样，故事也不行，一点儿也不大气，不上档次！－－2002年第74届奥斯卡最佳动画长片,3.0,2008-12-28 20:13:28
1047718353,dfbb56452a837b7b98ca0d932682cd2c,1291581.0,大学时随便瞄过两眼，现在看这些建模真古朴啊，感觉像是《要塞》游戏的场景。怪物的样子怪丑，我是不想接受。,1.0,2016-06-02 15:37:23
556829511,3af9a11ca93231dfa01a4305c9f30db2,1291835.0,同人不同命，同样的大脑构造，感觉这东西是最难控制的，特别是对于感性的人来说，理性的人冲动过后还会依着之前既定的想法过活。感性的人就依着这感觉飘忽不定了....谁都不能否认感觉很美妙 是吧。,,2012-07-16 13:50:14
1940215306,8f32440cec27b8722cd35c05b07c0202,1291835.0,迷失的氛围太好了！这个sj才是真正的sj。孤独的气质是互相吸引的，全然不理解的故事里才是最真诚以待的。寺庙的禅，酒店中雅诵的气息是他们全然不曾见过的文化，斯嘉丽在寺庙的那场戏中却很有种出尘的恬淡；斯面对的是淡，那么另一面就是狂，综艺也好广告也罢，甚至是按摩，都有一种俗中的狂，无论如何，这两面接起来才是异乡国度。,4.0,2019-09-05 11:07:56
46365480,2c131490fab151d5626339cd06918eec,1291835.0,Let's never come here again because it will never be as much fun.,5.0,2008-06-24 17:07:55
810821128,e555df02c241b1821479fedc016490b0,1291835.0,这样的东京（及京都），日本人拍不出，如同中国人写不出何伟的书，哈萨克人民也无法完成李娟的散文。皆因一种外来的视角，那些根深蒂固、因而忽视的细节才会被重新注意到。,4.0,2014-05-27 20:28:51
1137345287,fb4fffb792cbacd8f71e8ccb563dff57,1291835.0,孤独的人总是能发现对方。当孤独与欲望无关时，来得更噬骨挠心。,4.0,2017-01-15 16:22:01
87390203,0a793b8ce2b201d494d6b51b31354303,1291835.0,中年的鲍勃，在一个陌生的城市，孤独惶恐，但仍旧摆脱不了妻子的唠叨，遇见一个同在异乡的摄影记者的漂亮妻子，互相陪伴。很隐忍，很克制，恰到好处。,5.0,2009-01-12 17:07:53
5441692,d9e72012cc92e9c632c48a7b0a2c8b03,1291835.0,喜欢这种流畅熨帖干净清新的风格.把一个极其简单的故事讲述得赏心悦目干净脱俗。,4.0,2006-09-10 22:12:23
67337143,bcb43e46fd5dcf3adea39f61ff5cd9f0,1291835.0,好像讲了些什么，又像什么也没讲，就是一些情绪感觉。愛情，不用翻譯。Just Like Honey,4.0,2008-10-22 20:41:20
